DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       EPOCH_TIME                ALARM_STATUS              12CO2                     12CO2_dry                 13CO2                     13CO2_dry                 CH4                       CH4_High_Precision        DasTemp                   Delta_2min                Delta_30s                 Delta_5min                Delta_Raw                 H2O                       MPVPosition               OutletValve               Ratio_2min                Ratio_30s                 Ratio_5min                Ratio_Raw                 SpectrumID                ch4_splinemax_for_correct peak87_baseave_spec       peak88_baseave            peak_75                   solenoid_valves           species                   
2018-02-08                03:12:45.153              38.13385594               915.212543                1518059565.153            0                         4.0981400026E+002         4.1130918285E+002         4.5934088543E+000         4.6101291977E+000         1.8326676726E+000         0.0000000000E+000         4.6250000000E+001         -1.3384625178E+001        -1.3416586463E+001        -1.3431740735E+001        -1.5224948714E+001        2.9285385737E-001         0.0000000000E+000         2.1183396484E+004         1.1088815226E-002         1.1088453889E-002         1.1088282563E-002         1.1068009535E-002         1.0500000000E+002         3.9640526558E+002         2.4686211610E+002         7.2358846683E+000         2.9226931873E+001         0.0000000000E+000         1.0500000000E+002         
2018-02-08                03:12:46.165              38.13386766               915.212824                1518059566.166            0                         4.0935043418E+002         4.1084392935E+002         4.6037054695E+000         4.6204632934E+000         1.8326676726E+000         0.0000000000E+000         4.6250000000E+001         -1.3393393894E+001        -1.3219067079E+001        -1.3445604150E+001        -1.3481590198E+001        2.9285385737E-001         0.0000000000E+000         2.1184513672E+004         1.1088716092E-002         1.1090686935E-002         1.1088125831E-002         1.1087718992E-002         1.0500000000E+002         3.9640526558E+002         2.4658351556E+002         7.2520321174E+000         2.9226931873E+001         0.0000000000E+000         1.0500000000E+002         
2018-02-08                03:12:47.316              38.13388098               915.213144                1518059567.317            0                         4.0935043418E+002         4.1084392935E+002         4.5877469236E+000         4.6044466572E+000         1.8246574554E+000         0.0000000000E+000         4.6250000000E+001         -1.3374969760E+001        -1.3207096269E+001        -1.3443151764E+001        -1.2979650886E+001        2.9285385737E-001         0.0000000000E+000         2.1219680708E+004         1.1088924385E-002         1.1090822271E-002         1.1088153556E-002         1.1093393644E-002         2.9000000000E+001         3.9465840368E+002         2.4658351556E+002         7.2269666922E+000         2.9226931873E+001         0.0000000000E+000         2.9000000000E+001         
2018-02-08                03:12:48.470              38.13389434               915.213464                1518059568.471            0                         4.0971018315E+002         4.1120498784E+002         4.6012964645E+000         4.6180455195E+000         1.8246574554E+000         0.0000000000E+000         4.6250000000E+001         -1.3374969760E+001        -1.3207096269E+001        -1.3443151764E+001        -1.2979650886E+001        2.9285385737E-001         0.0000000000E+000         2.1171825073E+004         1.1088924385E-002         1.1090822271E-002         1.1088153556E-002         1.1093393644E-002         1.0500000000E+002         3.9465840368E+002         2.4679972262E+002         7.2482296245E+000         2.9226931873E+001         0.0000000000E+000         1.0500000000E+002         
2018-02-08                03:12:49.474              38.13390596               915.213743                1518059569.475            0                         4.0936565149E+002         4.1085920206E+002         4.6034017941E+000         4.6201585126E+000         1.8246574554E+000         0.0000000000E+000         4.6250000000E+001         -1.3356651582E+001        -1.3395912679E+001        -1.3417361146E+001        -1.2424022699E+001        2.9285385737E-001         0.0000000000E+000         2.1225481445E+004         1.1089131480E-002         1.1088687616E-002         1.1088445131E-002         1.1099675272E-002         1.0500000000E+002         3.9465840368E+002         2.4659266108E+002         7.2515276186E+000         2.9226931873E+001         0.0000000000E+000         1.0500000000E+002         
2018-02-08                03:12:50.467              38.13391744               915.214019                1518059570.467            0                         4.0936566615E+002         4.1085900334E+002         4.6141463817E+000         4.6309398111E+000         1.8246574554E+000         0.0000000000E+000         4.6250000000E+001         -1.3330243028E+001        -1.3237533459E+001        -1.3400576763E+001        -1.0228328284E+001        2.9281244167E-001         0.0000000000E+000         2.1181820313E+004         1.1089430041E-002         1.1090478164E-002         1.1088634886E-002         1.1124498592E-002         1.1000000000E+001         3.9465840368E+002         2.4659266989E+002         7.2683829813E+000         2.9222798570E+001         0.0000000000E+000         1.1000000000E+001         
2018-02-08                03:12:51.426              38.13392855               915.214285                1518059571.427            0                         4.0995873837E+002         4.1145423407E+002         4.6128426875E+000         4.6296313721E+000         1.8246574554E+000         0.0000000000E+000         4.6250000000E+001         -1.3330243028E+001        -1.3237533459E+001        -1.3400576763E+001        -1.0228328284E+001        2.9281244167E-001         0.0000000000E+000         2.1218882813E+004         1.1089430041E-002         1.1090478164E-002         1.1088634886E-002         1.1124498592E-002         1.0500000000E+002         3.9465840368E+002         2.4694910288E+002         7.2663462872E+000         2.9222798570E+001         0.0000000000E+000         1.0500000000E+002         
2018-02-08                03:12:52.425              38.13394012               915.214563                1518059572.426            0                         4.1029546726E+002         4.1179218850E+002         4.6160079536E+000         4.6328081583E+000         1.8246574554E+000         0.0000000000E+000         4.6250000000E+001         -1.3288558035E+001        -1.3220676475E+001        -1.3367452063E+001        -1.0442407794E+001        2.9281244167E-001         0.0000000000E+000         2.1226471313E+004         1.1089901308E-002         1.1090668740E-002         1.1089009376E-002         1.1122078326E-002         1.0500000000E+002         3.9465840368E+002         2.4715147500E+002         7.2713171414E+000         2.9222798570E+001         0.0000000000E+000         1.0500000000E+002         
2018-02-08                03:12:53.576              38.13395343               915.214882                1518059573.576            0                         4.1029546726E+002         4.1179218850E+002         4.5907570560E+000         4.6074653587E+000         1.8236909599E+000         0.0000000000E+000         4.6250000000E+001         -1.3287344740E+001        -1.3239698738E+001        -1.3368681904E+001        -1.3601121727E+001        2.9281244167E-001         0.0000000000E+000         2.1162116065E+004         1.1089915025E-002         1.1090453685E-002         1.1088995472E-002         1.1086367634E-002         2.9000000000E+001         3.9445081131E+002         2.4715147500E+002         7.2316980044E+000         2.9222798570E+001         0.0000000000E+000         2.9000000000E+001         
2018-02-08                03:12:54.741              38.13396691               915.215206                1518059574.741            0                         4.0940290618E+002         4.1089637890E+002         4.5956194148E+000         4.6123454143E+000         1.8236909599E+000         0.0000000000E+000         4.6250000000E+001         -1.3287344740E+001        -1.3239698738E+001        -1.3368681904E+001        -1.3601121727E+001        2.9281244167E-001         0.0000000000E+000         2.1181386719E+004         1.1089915025E-002         1.1090453685E-002         1.1088995472E-002         1.1086367634E-002         1.0500000000E+002         3.9445081131E+002         2.4661505093E+002         7.2393134672E+000         2.9222798570E+001         0.0000000000E+000         1.0500000000E+002         
2018-02-08                03:12:55.741              38.13397849               915.215484                1518059575.741            0                         4.0991862077E+002         4.1141397047E+002         4.5829349177E+000         4.5996147514E+000         1.8236909599E+000         0.0000000000E+000         4.6250000000E+001         -1.3281117779E+001        -1.3588722800E+001        -1.3385382314E+001        -1.4479887054E+001        2.9281244167E-001         0.0000000000E+000         2.1201085938E+004         1.1089985424E-002         1.1086507810E-002         1.1088806666E-002         1.1076432794E-002         1.0500000000E+002         3.9445081131E+002         2.4692499243E+002         7.2194204642E+000         2.9222798570E+001         0.0000000000E+000         1.0500000000E+002         
2018-02-08                03:12:56.735              38.13399000               915.215760                1518059576.736            0                         4.0991891772E+002         4.1140994028E+002         4.5941194214E+000         4.6107915648E+000         1.8236909599E+000         0.0000000000E+000         4.6250000000E+001         -1.3303575572E+001        -1.3702836150E+001        -1.3398464458E+001        -1.5870989809E+001        2.9197368504E-001         0.0000000000E+000         2.1241160156E+004         1.1089731528E-002         1.1085217707E-002         1.1088658767E-002         1.1060705748E-002         1.1000000000E+001         3.9445081131E+002         2.4692517090E+002         7.2369338599E+000         2.9139090323E+001         0.0000000000E+000         1.1000000000E+001         
2018-02-08                03:12:58.190              38.13400684               915.216164                1518059578.191            0                         4.0999469357E+002         4.1148599112E+002         4.5913046118E+000         4.6079665402E+000         1.8236909599E+000         0.0000000000E+000         4.6250000000E+001         -1.3303575572E+001        -1.3702836150E+001        -1.3398464458E+001        -1.5870989809E+001        2.9197368504E-001         0.0000000000E+000         2.1189795898E+004         1.1089731528E-002         1.1085217707E-002         1.1088658767E-002         1.1060705748E-002         1.0500000000E+002         3.9445081131E+002         2.4697071174E+002         7.2325188475E+000         2.9139090323E+001         0.0000000000E+000         1.0500000000E+002         
2018-02-08                03:12:59.187              38.13401838               915.216441                1518059579.188            0                         4.0974830715E+002         4.1123871056E+002         4.6036441229E+000         4.6203508316E+000         1.8236909599E+000         0.0000000000E+000         4.6250000000E+001         -1.3299018372E+001        -1.3625777520E+001        -1.3392860274E+001        -1.4143141336E+001        2.9197368504E-001         0.0000000000E+000         2.1202292969E+004         1.1089783050E-002         1.1086088889E-002         1.1088722124E-002         1.1080239857E-002         1.0500000000E+002         3.9445081131E+002         2.4682263493E+002         7.2518745469E+000         2.9139090323E+001         0.0000000000E+000         1.0500000000E+002         
2018-02-08                03:13:00.326              38.13403156               915.216757                1518059580.326            0                         4.0974830715E+002         4.1123871056E+002         4.5881145266E+000         4.6047648781E+000         1.8386292684E+000         0.0000000000E+000         4.6223880597E+001         -1.3292443203E+001        -1.3639082847E+001        -1.3400255755E+001        -1.3891884063E+001        2.9197368504E-001         0.0000000000E+000         2.1203877420E+004         1.1089857385E-002         1.1085938467E-002         1.1088638515E-002         1.1083080434E-002         2.9000000000E+001         3.9770539892E+002         2.4682263493E+002         7.2275630883E+000         2.9139090323E+001         0.0000000000E+000         2.9000000000E+001         
2018-02-08                03:13:01.493              38.13404507               915.217082                1518059581.494            0                         4.1021292792E+002         4.1170501744E+002         4.6038695690E+000         4.6205770959E+000         1.8386292684E+000         0.0000000000E+000         4.6250000000E+001         -1.3292443203E+001        -1.3639082847E+001        -1.3400255755E+001        -1.3891884063E+001        2.9197368504E-001         0.0000000000E+000         2.1214312500E+004         1.1089857385E-002         1.1085938467E-002         1.1088638515E-002         1.1083080434E-002         1.0500000000E+002         3.9770539892E+002         2.4710186933E+002         7.2522877106E+000         2.9139090323E+001         0.0000000000E+000         1.0500000000E+002         
2018-02-08                03:13:02.481              38.13405650               915.217356                1518059582.481            0                         4.0946217503E+002         4.1095154005E+002         4.6009063576E+000         4.6176031309E+000         1.8386292684E+000         0.0000000000E+000         4.6187500000E+001         -1.3301207960E+001        -1.3511925615E+001        -1.3404941191E+001        -1.3616551779E+001        2.9197368504E-001         0.0000000000E+000         2.1210966797E+004         1.1089758295E-002         1.1087376037E-002         1.1088585544E-002         1.1086193191E-002         1.0500000000E+002         3.9770539892E+002         2.4665067117E+002         7.2476278478E+000         2.9139090323E+001         0.0000000000E+000         1.0500000000E+002         
2018-02-08                03:13:03.456              38.13406778               915.217627                1518059583.456            0                         4.0946141426E+002         4.1096185332E+002         4.6034387669E+000         4.6202689773E+000         1.8386292684E+000         0.0000000000E+000         4.6250000000E+001         -1.3296837247E+001        -1.3429493212E+001        -1.3407125689E+001        -1.1863277543E+001        2.9412252552E-001         0.0000000000E+000         2.1171524922E+004         1.1089807708E-002         1.1088307972E-002         1.1088560847E-002         1.1106014750E-002         1.1000000000E+001         3.9770539892E+002         2.4665021395E+002         7.2516874879E+000         2.9353545461E+001         0.0000000000E+000         1.1000000000E+001         
2018-02-08                03:13:04.430              38.13407906               915.217897                1518059584.431            0                         4.0933422411E+002         4.1083419816E+002         4.5943337792E+000         4.6111307016E+000         1.8386292684E+000         0.0000000000E+000         4.6187500000E+001         -1.3296837247E+001        -1.3429493212E+001        -1.3407125689E+001        -1.1863277543E+001        2.9412252552E-001         0.0000000000E+000         2.1201814575E+004         1.1089807708E-002         1.1088307972E-002         1.1088560847E-002         1.1106014750E-002         1.0500000000E+002         3.9770539892E+002         2.4657377340E+002         7.2374009376E+000         2.9353545461E+001         0.0000000000E+000         1.0500000000E+002         
2018-02-08                03:13:05.426              38.13409059               915.218174                1518059585.427            0                         4.0927018184E+002         4.1076992175E+002         4.5969083703E+000         4.6137147054E+000         1.8386292684E+000         0.0000000000E+000         4.6250000000E+001         -1.3311409886E+001        -1.3561660702E+001        -1.3400015627E+001        -1.2961132971E+001        2.9412252552E-001         0.0000000000E+000         2.1207234375E+004         1.1089642958E-002         1.1086813759E-002         1.1088641230E-002         1.1093602997E-002         1.0500000000E+002         3.9770539892E+002         2.4653528437E+002         7.2414392385E+000         2.9353545461E+001         0.0000000000E+000         1.0500000000E+002         
2018-02-08                03:13:06.586              38.13410401               915.218496                1518059586.586            0                         4.0927018184E+002         4.1076992175E+002         4.5843198494E+000         4.6010801609E+000         1.8365094794E+000         0.0000000000E+000         4.6187500000E+001         -1.3286833052E+001        -1.3577456230E+001        -1.3404858877E+001        -1.3877571248E+001        2.9412252552E-001         0.0000000000E+000         2.1209346082E+004         1.1089920810E-002         1.1086635183E-002         1.1088586475E-002         1.1083242247E-002         2.9000000000E+001         3.9725123369E+002         2.4653528437E+002         7.2216819319E+000         2.9353545461E+001         0.0000000000E+000         2.9000000000E+001         
